id,year,marital,age,educ,race,income,xnorcsiz,partyid,ballot
20042343,2004,1,48,12,1,12,10,6,2
20042344,2004,3,69,20,1,1,10,0,1
20042345,2004,1,89,12,1,-98,10,3,3
20042346,2004,1,60,12,1,12,10,1,2
20042347,2004,1,56,9,1,12,10,3,3
20042348,2004,2,56,17,1,12,10,0,1
20042349,2004,5,46,12,1,8,10,0,3
20042350,2004,2,86,2,1,-90,6,4,1
20042351,2004,1,28,11,1,12,6,0,1
20042352,2004,1,33,11,1,9,6,3,3
20042353,2004,1,58,12,1,-90,6,3,2
20042354,2004,3,33,10,3,12,6,4,3
20042355,2004,1,65,8,1,12,6,5,1
20042356,2004,5,18,11,1,-90,6,3,2
20042357,2004,1,63,11,1,9,6,6,2
20042358,2004,3,40,8,1,9,6,3,2
20042359,2004,1,54,8,1,12,6,5,2
20042360,2004,1,64,16,1,12,6,6,3
20042361,2004,1,38,7,3,12,5,3,3
20042362,2004,2,32,14,1,-98,5,4,3
20042363,2004,1,67,7,1,-90,5,3,3
20042364,2004,5,45,12,1,12,5,3,1
20042365,2004,3,71,12,1,-90,5,5,2
20042366,2004,1,49,16,1,12,5,4,3
20042367,2004,1,53,20,1,12,5,5,2
20042368,2004,1,52,16,1,12,3,2,1
20042369,2004,1,42,16,1,12,3,6,1
20042370,2004,5,30,16,1,12,3,4,3
20042371,2004,3,30,16,1,12,3,6,3
20042372,2004,1,42,18,1,12,3,5,1
20042373,2004,1,63,12,1,-90,5,6,2
20042374,2004,1,59,12,1,9,5,3,1
20042375,2004,3,43,16,1,12,5,6,2
20042376,2004,1,40,15,1,12,5,6,2
20042377,2004,1,56,14,1,12,5,5,3
20042378,2004,1,48,14,2,12,5,0,3
20042379,2004,1,51,12,1,12,5,4,1
20042380,2004,1,61,13,1,12,10,4,1
20042381,2004,1,65,16,1,12,10,5,2
20042382,2004,3,25,13,1,11,10,3,1
20042383,2004,1,32,15,2,12,10,0,3
20042384,2004,1,28,11,1,9,10,3,2
20042385,2004,1,60,12,1,12,10,4,1
20042386,2004,1,74,12,1,11,10,1,2
20042387,2004,3,56,12,1,12,10,3,1
20042388,2004,1,65,9,1,11,10,1,2
20042389,2004,2,79,14,1,12,10,4,2
20042390,2004,2,69,12,1,10,10,5,2
20042391,2004,1,71,12,1,12,10,0,1
20042392,2004,1,86,12,1,12,10,4,2
20042393,2004,5,25,12,1,12,10,3,2
20042394,2004,1,19,13,1,12,10,1,1
20042395,2004,3,30,13,1,12,10,4,3
20042396,2004,1,49,12,1,12,10,1,2
20042397,2004,1,56,13,1,12,10,4,3
20042398,2004,1,43,16,1,12,10,4,1
20042399,2004,2,67,12,2,11,10,0,3
20042400,2004,1,31,13,2,12,10,1,1
20042401,2004,1,62,7,2,11,8,1,1
20042402,2004,5,60,12,2,10,8,1,2
20042403,2004,5,24,13,2,10,8,1,1
20042404,2004,1,68,12,2,11,8,0,3
20042405,2004,1,46,13,2,12,8,1,2
20042406,2004,4,47,12,2,10,8,4,3
20042407,2004,1,40,16,1,12,10,5,2
20042408,2004,3,33,14,1,12,10,5,2
20042409,2004,1,69,16,1,12,10,4,1
20042410,2004,2,83,9,1,9,10,1,1
20042411,2004,1,33,14,1,12,10,5,2
20042412,2004,1,33,13,1,12,10,6,1
20042413,2004,1,41,8,1,12,8,1,2
20042414,2004,1,62,7,1,12,8,1,1
20042415,2004,1,42,13,1,12,8,3,2
20042416,2004,5,18,11,1,12,8,3,1
20042417,2004,1,32,12,2,10,8,3,2
20042418,2004,1,22,14,2,11,8,2,3
20042419,2004,1,44,14,2,12,8,1,2
20042420,2004,2,81,10,2,6,8,1,3
20042421,2004,5,25,9,2,11,8,1,1
20042422,2004,2,73,8,1,10,10,1,3
20042423,2004,2,67,14,1,12,10,3,2
20042424,2004,1,54,12,1,12,10,3,3
20042425,2004,1,53,14,1,12,10,3,1
20042426,2004,1,82,11,1,12,10,6,1
20042427,2004,1,60,15,1,12,10,3,2
20042428,2004,1,51,14,1,12,10,1,3
20042429,2004,2,79,15,1,9,10,6,2
20042430,2004,3,33,16,1,12,10,1,3
20042431,2004,5,49,12,2,7,10,1,2
20042432,2004,1,21,15,1,-90,10,1,1
20042433,2004,5,56,6,2,5,10,1,3
20042434,2004,1,77,11,2,9,10,0,1
20042435,2004,1,46,15,2,12,10,0,2
20042436,2004,3,62,14,2,7,10,0,3
20042437,2004,1,42,13,2,-90,10,0,1
20042438,2004,5,54,10,2,-90,10,0,1
20042439,2004,3,35,14,2,6,10,0,1
20042440,2004,1,23,12,1,12,10,6,3
20042441,2004,2,56,6,2,9,10,1,2
20042442,2004,4,28,12,2,9,10,3,3
20042443,2004,1,28,20,2,12,10,0,1
20042444,2004,1,35,14,1,10,10,5,3
20042445,2004,5,40,12,2,10,7,0,1
20042446,2004,5,26,15,2,10,7,0,3
20042447,2004,1,56,16,1,12,7,6,3
20042448,2004,1,67,16,1,9,7,0,2
20042449,2004,5,46,10,2,9,7,1,2
20042450,2004,5,23,11,1,11,7,1,1
20042451,2004,1,47,9,1,12,7,5,1
20042452,2004,1,48,13,2,10,7,0,3
20042453,2004,5,20,16,1,11,7,0,1
20042454,2004,1,65,18,1,12,7,6,2
20042455,2004,3,56,16,1,12,7,1,3
20042456,2004,5,25,16,1,12,7,5,1
20042457,2004,3,35,14,2,9,10,1,1
20042458,2004,3,33,11,2,9,10,1,3
20042459,2004,1,34,12,2,9,10,0,1
20042460,2004,5,23,10,2,9,10,3,2
20042461,2004,1,49,19,2,12,10,0,1
20042462,2004,1,54,17,1,12,10,5,3
20042463,2004,1,50,20,1,12,10,5,2
20042464,2004,1,30,12,1,12,10,5,2
20042465,2004,1,63,12,1,12,10,5,3
20042466,2004,5,33,14,1,12,10,2,1
20042467,2004,1,64,14,1,12,10,6,2
20042468,2004,3,47,16,1,12,10,6,1
20042469,2004,1,27,16,1,12,10,4,2
20042470,2004,1,26,14,1,12,10,3,2
20042471,2004,1,56,12,1,12,10,6,3
20042472,2004,1,43,11,1,10,10,3,3
20042473,2004,1,39,10,1,9,10,4,1
20042474,2004,1,65,16,1,12,10,6,2
20042475,2004,5,18,8,3,11,10,3,3
20042476,2004,1,50,14,1,-90,10,0,3
20042477,2004,2,64,10,2,10,10,1,2
20042478,2004,1,50,12,2,9,10,0,2
20042479,2004,1,37,11,2,-98,10,3,3
20042480,2004,5,26,12,1,12,10,3,1
20042481,2004,5,52,12,2,12,10,0,1
20042482,2004,3,36,13,1,5,10,6,2
20042483,2004,1,24,12,2,11,10,1,3
20042484,2004,1,53,12,1,-90,10,5,2
20042485,2004,1,36,16,1,12,10,1,1
20042486,2004,5,39,12,1,3,10,0,3
20042487,2004,1,60,13,1,1,10,6,1
20042488,2004,1,71,10,1,-90,10,6,2
20042489,2004,2,71,9,1,-90,10,6,2
20042490,2004,1,47,15,1,12,10,6,1
20042491,2004,2,71,9,1,1,10,6,2
20042492,2004,2,84,11,1,1,10,1,2
20042493,2004,2,88,9,1,-90,10,0,1
20042494,2004,5,37,12,2,7,10,0,1
20042495,2004,5,47,14,2,-90,10,0,2
20042496,2004,5,54,13,2,-90,10,0,3
20042497,2004,3,37,14,1,12,10,3,3
20042498,2004,4,61,12,2,-90,10,1,1
20042499,2004,5,69,12,2,-98,10,0,2
20042500,2004,1,65,12,2,12,10,1,3
20042501,2004,4,37,12,2,-90,10,0,1
20042502,2004,2,65,12,2,-98,7,0,3
20042503,2004,5,21,11,1,8,7,1,2
20042504,2004,5,43,11,1,9,7,3,2
20042505,2004,3,47,12,1,9,7,5,2
20042506,2004,1,58,6,1,10,7,0,1
20042507,2004,2,71,12,3,12,7,1,2
20042508,2004,1,25,13,1,12,7,2,3
20042509,2004,1,48,19,1,12,7,4,1
20042510,2004,1,84,13,1,12,7,0,2
20042511,2004,3,55,14,1,9,7,4,3
20042512,2004,1,46,16,1,12,7,1,3
20042513,2004,2,75,11,1,9,7,1,1
20042514,2004,3,44,12,1,10,7,0,2
20042515,2004,2,43,9,1,10,7,1,2
20042516,2004,1,22,14,1,12,7,5,1
20042517,2004,5,25,12,1,8,7,1,2
20042518,2004,4,36,12,1,12,7,1,2
20042519,2004,1,48,12,1,-90,7,1,3
20042520,2004,3,39,13,1,10,8,0,1
20042521,2004,1,68,12,3,12,8,2,1
20042522,2004,3,25,13,1,12,8,3,3
20042523,2004,5,30,15,1,8,8,1,1
20042524,2004,1,31,14,1,12,8,1,2
20042525,2004,1,29,12,3,12,8,0,3
20042526,2004,3,43,12,1,12,10,6,3
20042527,2004,5,50,14,1,8,10,0,2
20042528,2004,1,44,15,1,12,10,5,2
20042529,2004,4,41,12,1,12,10,6,1
20042530,2004,5,54,20,1,-90,10,6,1
20042531,2004,1,33,12,1,12,10,5,3
20042532,2004,1,44,12,1,12,10,5,1
20042533,2004,1,23,13,1,10,10,6,3
20042534,2004,1,52,12,1,12,10,0,3
20042535,2004,1,39,16,1,12,10,1,1
20042536,2004,2,75,6,1,9,10,1,3
20042537,2004,1,27,12,1,12,10,4,3
20042538,2004,3,61,12,1,-98,10,4,3
20042539,2004,1,37,10,1,10,10,1,2
20042540,2004,2,61,10,1,8,10,3,1
20042541,2004,1,66,15,2,11,10,0,2
20042542,2004,3,42,12,1,12,10,1,1
20042543,2004,5,53,11,2,-90,10,3,3
20042544,2004,5,19,11,1,12,10,5,1
20042545,2004,3,60,15,1,-90,10,0,2
20042546,2004,1,45,15,1,12,10,3,3
20042547,2004,1,51,12,1,12,10,2,2
20042548,2004,1,46,12,1,12,10,5,1
20042549,2004,4,56,14,1,12,10,0,2
20042550,2004,1,33,11,1,12,10,1,2
20042551,2004,1,40,12,1,12,10,4,2
20042552,2004,1,69,12,1,12,10,2,1
20042553,2004,3,35,12,1,12,10,6,1
20042554,2004,1,53,12,1,12,10,4,2
20042555,2004,1,47,12,1,12,10,5,1
20042556,2004,1,63,14,1,12,10,3,1
20042557,2004,5,25,14,1,9,10,2,2
20042558,2004,1,75,12,1,12,7,3,2
20042559,2004,1,49,16,1,12,7,6,3
20042560,2004,4,56,8,1,-98,7,4,1
20042561,2004,1,44,11,1,-98,7,0,1
20042562,2004,3,53,12,1,-98,7,1,3
20042563,2004,3,73,10,2,9,7,0,2
20042564,2004,1,57,12,1,12,7,0,1
20042565,2004,1,72,11,1,-98,7,5,3
20042566,2004,1,58,8,1,-90,7,3,3
20042567,2004,1,36,12,2,12,7,0,1
20042568,2004,1,26,12,1,12,7,2,1
20042569,2004,1,51,12,1,12,7,6,2
20042570,2004,1,23,13,1,12,7,5,3
20042571,2004,1,39,12,2,10,7,1,1
20042572,2004,1,76,18,2,12,7,0,2
20042573,2004,1,53,14,2,12,7,0,3
20042574,2004,1,62,18,1,12,7,5,2
20042575,2004,1,49,12,1,-90,7,3,1
20042576,2004,1,53,18,1,12,7,5,3
20042577,2004,1,61,12,2,12,7,0,2
20042578,2004,1,28,16,1,12,10,2,2
20042579,2004,1,69,8,1,-98,10,4,3
20042580,2004,1,42,14,1,12,10,6,3
20042581,2004,1,74,8,1,9,10,6,2
20042582,2004,1,54,11,1,-90,10,0,3
20042583,2004,3,67,7,1,7,10,2,1
20042584,2004,1,28,12,1,2,10,3,1
20042585,2004,1,52,12,1,12,10,3,1
20042586,2004,2,66,12,1,-98,10,6,2
20042587,2004,3,77,16,1,10,10,2,1
20042588,2004,1,52,15,1,-90,7,1,1
20042589,2004,1,72,14,1,-90,7,0,2
20042590,2004,3,55,12,1,-90,7,3,2
20042591,2004,3,49,15,1,-98,7,0,2
20042592,2004,1,58,17,1,-98,7,2,3
20042593,2004,5,19,11,1,12,7,6,1
20042594,2004,1,79,16,1,-90,7,5,3
20042595,2004,2,86,7,1,-90,7,1,2
20042596,2004,1,37,9,1,12,7,5,3
20042597,2004,1,56,14,1,-90,7,3,1
20042598,2004,5,37,14,1,-90,7,1,2
20042599,2004,5,18,12,1,5,7,2,3
20042600,2004,3,34,13,1,10,7,0,1
20042601,2004,1,25,16,1,12,7,1,1
20042602,2004,5,26,11,1,9,7,3,2
20042603,2004,1,74,14,1,-90,7,6,2
20042604,2004,5,44,14,1,9,7,3,1
20042605,2004,5,39,14,1,12,7,4,2
20042606,2004,2,51,10,3,-90,7,3,1
20042607,2004,1,21,9,1,12,7,0,2
20042608,2004,3,35,15,1,10,7,0,3
20042609,2004,1,28,13,1,12,10,3,2
20042610,2004,3,49,14,1,11,10,2,2
20042611,2004,1,49,14,1,12,10,5,3
20042612,2004,2,60,8,1,-98,10,1,1
20042613,2004,1,42,14,1,-90,10,6,1
20042614,2004,5,22,14,1,2,10,5,1
20042615,2004,5,24,13,1,-98,10,1,3
20042616,2004,1,40,13,1,11,10,6,3
20042617,2004,1,26,16,1,-90,10,3,3
20042618,2004,1,46,16,1,12,10,1,3
20042619,2004,1,62,12,1,12,10,1,2
20042620,2004,1,59,13,1,9,10,6,1
20042621,2004,3,49,10,1,11,10,5,2
20042622,2004,1,35,13,1,-90,10,5,2
20042623,2004,3,54,13,1,-90,10,2,3
20042624,2004,1,40,12,1,9,10,3,2
20042625,2004,1,47,10,1,-90,10,5,3
20042626,2004,1,55,13,1,10,10,0,3
20042627,2004,1,67,12,1,-90,10,5,3
20042628,2004,5,22,14,1,-98,10,3,1
20042629,2004,1,41,12,1,-90,10,4,1
20042630,2004,2,72,12,1,3,2,6,2
20042631,2004,5,65,7,1,5,2,1,3
20042632,2004,5,21,14,1,9,2,6,1
20042633,2004,3,36,14,3,12,2,5,1
20042634,2004,3,48,14,2,12,2,6,3
20042635,2004,5,34,12,3,9,2,1,1
20042636,2004,3,65,12,1,1,2,2,1
20042637,2004,2,56,16,2,12,2,3,2
20042638,2004,5,31,12,1,6,2,5,3
20042639,2004,1,56,20,3,-90,2,7,1
20042640,2004,3,36,13,1,9,2,3,1
20042641,2004,1,19,13,1,-98,4,3,1
20042642,2004,2,61,20,1,12,4,1,2
20042643,2004,5,19,14,1,1,4,5,3
20042644,2004,1,32,17,1,10,4,3,1
20042645,2004,1,25,14,1,12,4,5,1
20042646,2004,3,60,15,1,12,4,3,3
20042647,2004,1,22,15,1,9,4,3,1
20042648,2004,5,20,16,3,1,4,3,2
20042649,2004,1,24,17,3,12,4,2,3
20042650,2004,1,42,11,1,11,4,2,3
20042651,2004,5,19,13,1,12,4,1,2
20042652,2004,1,47,12,1,12,4,1,1
20042653,2004,1,62,13,1,12,4,5,1
20042654,2004,5,19,12,1,7,4,3,1
20042655,2004,3,61,18,1,6,4,2,3
20042656,2004,5,42,12,1,12,4,6,2
20042657,2004,1,40,17,1,12,6,5,3
20042658,2004,1,36,16,1,12,6,1,3
20042659,2004,1,62,12,1,12,6,1,3
20042660,2004,1,67,18,1,12,6,0,1
20042661,2004,1,60,7,1,12,6,3,2
20042662,2004,1,42,17,1,12,6,1,2
20042663,2004,1,53,16,1,12,6,3,3
20042664,2004,1,35,12,1,12,6,1,1
20042665,2004,3,46,15,1,12,10,6,2
20042666,2004,1,51,12,1,12,10,5,3
20042667,2004,1,39,16,1,12,10,0,3
20042668,2004,2,62,11,1,9,10,6,3
20042669,2004,2,52,12,1,12,10,5,2
20042670,2004,1,75,17,1,12,8,6,3
20042671,2004,1,63,13,1,12,8,6,1
20042672,2004,1,55,14,1,12,8,5,2
20042673,2004,1,65,20,1,12,8,6,1
20042674,2004,1,46,16,1,12,8,1,2
20042675,2004,1,34,19,1,12,8,4,3
20042676,2004,1,31,11,1,12,8,6,2
20042677,2004,1,64,8,1,8,8,2,2
20042678,2004,3,49,12,1,7,8,3,1
20042679,2004,2,71,12,1,9,8,0,2
20042680,2004,3,50,18,1,12,8,0,3
20042681,2004,1,30,14,1,12,8,6,1
20042682,2004,1,25,15,1,12,8,5,1
20042683,2004,2,41,15,1,12,8,3,3
20042684,2004,1,52,13,1,12,8,5,2
20042685,2004,1,49,16,1,12,8,2,3
20042686,2004,1,65,10,3,12,9,3,1
20042687,2004,1,39,13,3,12,9,5,1
20042688,2004,2,64,9,3,12,9,3,3
20042689,2004,1,81,12,1,-98,9,-99,1
20042690,2004,3,52,12,1,11,9,3,2
20042691,2004,5,26,12,2,9,9,2,2
20042692,2004,2,88,8,1,9,9,-99,2
20042693,2004,1,70,12,1,12,9,1,3
20042694,2004,3,76,18,1,11,9,3,3
20042695,2004,3,50,17,1,11,9,1,3
20042696,2004,5,32,12,1,12,9,0,1
20042697,2004,1,33,12,1,12,10,5,2
20042698,2004,1,35,12,1,12,10,3,1
20042699,2004,1,64,11,1,-90,10,2,1
20042700,2004,5,48,12,1,12,10,1,2
20042701,2004,2,72,12,1,-90,10,5,3
20042702,2004,5,50,15,1,9,10,3,3
20042703,2004,1,34,9,3,10,10,3,3
20042704,2004,5,28,14,1,12,10,1,1
20042705,2004,3,23,12,1,12,10,3,2
20042706,2004,1,65,11,3,11,1,0,1
20042707,2004,1,60,16,1,12,6,4,3
20042708,2004,1,51,16,1,12,5,7,3
20042709,2004,3,50,13,3,12,3,1,1
20042710,2004,1,-99,12,1,-90,3,6,1
20042711,2004,3,48,19,1,12,3,4,1
20042712,2004,4,34,16,3,12,3,5,1
20042713,2004,3,62,13,1,10,3,5,3
20042714,2004,3,68,15,1,12,3,0,3
20042715,2004,1,51,14,1,12,4,5,2
20042716,2004,1,27,12,1,4,3,5,1
20042717,2004,1,40,19,1,12,1,1,2
20042718,2004,1,49,12,1,12,3,0,1
20042719,2004,1,41,17,1,12,3,3,3
20042720,2004,1,60,16,1,12,1,0,3
20042721,2004,1,89,14,1,-90,1,3,2
20042722,2004,1,55,14,1,12,3,1,1
20042723,2004,1,50,14,1,12,3,3,2
20042724,2004,5,26,14,1,12,3,1,1
20042725,2004,1,51,1,1,12,3,1,3
20042726,2004,5,52,17,1,12,6,0,1
20042727,2004,2,82,16,1,-98,1,5,3
20042728,2004,5,26,19,1,3,3,0,1
20042729,2004,5,69,12,1,12,1,2,1
20042730,2004,1,61,16,1,12,4,3,1
20042731,2004,3,69,16,1,12,3,5,3
20042732,2004,1,60,16,1,12,5,2,1
20042733,2004,1,36,18,1,12,3,6,2
20042734,2004,1,46,16,1,-98,1,3,2
20042735,2004,1,34,16,1,12,3,6,3
20042736,2004,5,41,18,1,12,1,0,2
20042737,2004,2,85,16,1,-98,1,0,1
20042738,2004,5,22,13,2,12,3,5,1
20042739,2004,3,40,12,2,12,3,0,1
20042740,2004,3,76,12,1,12,5,5,2
20042741,2004,1,56,12,1,12,1,2,1
20042742,2004,1,48,11,1,-90,5,5,3
20042743,2004,1,53,13,1,12,1,0,2
20042744,2004,1,46,18,1,-98,3,2,2
20042745,2004,1,38,13,2,12,5,6,1
20042746,2004,1,50,12,1,-90,5,-99,3
20042747,2004,3,57,12,1,1,3,1,3
20042748,2004,1,32,17,1,12,3,5,2
20042749,2004,1,47,12,1,12,2,5,3
20042750,2004,5,53,20,1,12,1,0,3
20042751,2004,1,63,11,1,12,5,3,1
20042752,2004,3,78,10,1,-98,1,5,2
20042753,2004,1,57,16,1,12,3,3,1
20042754,2004,3,54,13,1,-90,3,6,3
20042755,2004,2,67,17,1,12,3,5,2
20042756,2004,5,26,16,1,12,3,6,1
20042757,2004,5,48,16,2,12,1,0,1
20042758,2004,1,-99,15,1,12,3,4,3
20042759,2004,3,48,16,1,12,2,1,2
20042760,2004,3,61,18,1,11,3,1,3
20042761,2004,1,42,12,3,12,1,1,2
20042762,2004,1,55,16,1,12,3,2,3
20042763,2004,1,35,12,1,-90,2,5,3
20042764,2004,1,67,5,1,11,2,1,1
20042765,2004,1,37,10,2,9,4,3,1
20042766,2004,1,47,13,2,12,4,3,2
20042767,2004,3,34,14,1,12,3,3,1
20042768,2004,1,54,14,1,12,5,0,3
20042769,2004,3,61,15,1,6,8,3,3
20042770,2004,1,67,8,1,9,7,6,1
20042771,2004,1,45,13,1,12,7,0,3
20042772,2004,1,33,12,1,-90,8,1,1
20042773,2004,1,34,12,1,12,6,3,2
20042774,2004,1,56,14,1,12,2,3,1
20042775,2004,1,27,14,1,10,6,6,3
20042776,2004,3,60,14,2,11,1,0,1
20042777,2004,1,74,16,1,12,6,6,2
20042778,2004,3,71,12,1,8,2,4,1
20042779,2004,5,24,17,1,2,2,0,2
20042780,2004,1,44,16,1,12,3,4,1
20042781,2004,2,85,16,1,12,2,0,2
20042782,2004,1,66,16,1,12,2,5,3
20042783,2004,3,66,12,1,12,6,5,1
20042784,2004,1,55,16,1,12,6,4,3
20042785,2004,1,47,14,2,12,2,0,1
20042786,2004,1,66,14,1,12,4,2,3
20042787,2004,3,43,12,1,10,4,6,1
20042788,2004,3,27,11,1,11,4,1,3
20042789,2004,4,28,10,2,11,4,3,2
20042790,2004,5,38,12,2,11,2,3,3
20042791,2004,1,43,15,1,12,2,6,2
20042792,2004,5,23,12,2,10,3,1,1
20042793,2004,5,35,12,2,9,1,3,3
20042794,2004,1,25,16,1,12,4,5,1
20042795,2004,1,21,16,1,12,4,6,2
20042796,2004,5,32,19,1,12,1,5,2
20042797,2004,2,89,12,1,9,1,0,2
20042798,2004,5,39,16,1,12,2,1,2
20042799,2004,1,41,12,1,12,2,2,1
20042800,2004,4,49,8,1,8,2,2,3
20042801,2004,1,47,12,1,11,2,1,2
20042802,2004,4,62,14,1,10,7,6,1
20042803,2004,1,34,16,1,-90,10,4,3
20042804,2004,3,33,14,1,6,8,5,3
20042805,2004,3,24,12,1,9,2,4,2
20042806,2004,1,23,16,3,10,2,5,3
20042807,2004,1,61,19,1,12,2,6,3
20042808,2004,5,29,13,1,12,3,5,3
20042809,2004,1,31,15,1,11,2,6,2
20042810,2004,1,62,16,1,12,2,0,3
20042811,2004,1,43,10,1,-98,2,3,1
20042812,2004,1,55,16,1,12,7,1,1
20061,2006,5,50,13,2,12,1,0,3
20062,2006,5,27,14,3,12,1,4,2
20063,2006,3,67,9,1,-90,1,0,2
20064,2006,5,50,12,2,12,1,0,1
20065,2006,5,20,14,2,-98,1,0,1
20066,2006,1,35,16,3,12,1,1,2
20067,2006,2,29,12,2,-90,1,3,3
20068,2006,5,32,14,2,12,1,0,4
20069,2006,5,23,16,2,12,1,0,3
200610,2006,5,32,18,3,-90,1,1,1
200611,2006,2,81,9,2,-98,1,1,3
200612,2006,5,47,12,2,-90,1,3,1
200613,2006,5,26,16,2,8,1,6,3
200614,2006,3,60,16,2,12,1,0,2
200615,2006,1,34,13,1,-90,1,3,2
200616,2006,5,37,18,2,12,1,2,4
200617,2006,5,68,6,2,9,1,3,1
200618,2006,5,18,11,2,-98,1,0,2
200619,2006,5,25,13,2,4,1,2,3
200620,2006,5,24,14,2,-90,1,3,4
200621,2006,5,38,16,2,-90,1,1,2
200622,2006,5,69,12,2,8,1,7,3
200623,2006,5,41,11,2,9,1,2,4
200624,2006,5,35,15,2,12,1,1,4
200625,2006,5,26,14,2,-90,1,0,4
200626,2006,5,35,18,2,-90,1,4,4
200627,2006,1,52,5,3,-98,1,3,3
200628,2006,5,30,14,2,12,1,3,4
200629,2006,1,62,12,2,12,1,1,1
200630,2006,4,57,12,2,9,1,0,4
200631,2006,3,56,14,3,-90,1,2,3
200632,2006,4,65,12,1,-90,1,3,4
200633,2006,1,47,12,2,12,1,0,4
200634,2006,3,30,17,1,9,1,1,1
200635,2006,1,31,12,1,-90,1,3,2
200636,2006,3,45,14,1,9,1,3,4
200637,2006,1,38,15,1,-98,1,3,4
200638,2006,1,37,12,1,12,1,3,3
200639,2006,5,43,18,2,-90,1,3,4
200640,2006,4,25,14,1,11,1,1,2
200641,2006,5,57,14,3,-90,1,1,2
200642,2006,1,52,6,1,-90,1,3,4
200643,2006,1,45,15,1,12,1,2,2
200644,2006,2,79,10,1,12,1,3,2
200645,2006,5,30,16,1,12,1,5,4
200646,2006,3,74,-99,1,-90,1,6,4
200647,2006,1,63,14,1,-90,1,3,2
200648,2006,1,40,12,1,12,1,0,4
200649,2006,5,20,11,3,6,1,2,4
200650,2006,1,58,10,1,-98,1,1,4
200651,2006,5,41,12,2,-90,1,1,2
200652,2006,2,69,14,2,-90,1,0,2
200653,2006,1,31,13,1,12,1,0,3
200654,2006,5,30,18,1,12,1,1,3
200655,2006,5,36,18,1,12,1,0,2
200656,2006,2,70,20,1,12,1,0,1
200657,2006,5,36,18,3,-90,1,3,3
200658,2006,1,68,17,1,-90,1,0,1
200659,2006,5,29,16,3,12,1,1,3
200660,2006,5,24,14,1,12,1,2,4
200661,2006,5,52,13,1,10,1,7,2
200662,2006,3,53,9,1,-90,1,3,1
200663,2006,1,38,0,3,-98,1,3,4
200664,2006,1,68,4,1,-90,1,1,4
200665,2006,1,59,12,3,12,1,3,2
200666,2006,1,35,16,3,-90,1,6,2
200667,2006,3,39,12,3,12,1,1,1
200668,2006,1,46,10,3,-98,1,1,2
200669,2006,1,70,12,3,-98,1,3,2
200670,2006,3,48,12,3,-90,1,1,3
200671,2006,1,54,16,3,-90,1,1,2
200672,2006,2,88,12,1,-90,1,2,3
200673,2006,3,-99,12,3,-90,1,-99,1
200674,2006,1,66,16,3,-90,1,2,2
200675,2006,1,62,16,3,12,1,3,4
200676,2006,1,36,18,1,12,1,6,2
200677,2006,1,71,16,1,-98,1,3,2
200678,2006,1,71,12,1,10,1,1,4
200679,2006,3,37,16,1,12,1,2,4
200680,2006,4,33,17,3,-90,1,2,2
200681,2006,1,42,16,3,12,1,0,1
200682,2006,1,28,12,3,12,1,0,4
200683,2006,5,55,9,2,-90,1,2,2
200684,2006,1,43,16,1,12,1,5,1
200685,2006,2,74,12,1,12,1,1,2
200686,2006,1,32,15,3,12,2,3,1
200687,2006,2,49,16,1,-90,2,2,2
200688,2006,1,32,12,1,9,2,3,3
200689,2006,5,48,17,1,7,2,6,1
200690,2006,5,33,10,1,12,2,3,3
200691,2006,2,75,10,1,-90,2,1,1
200692,2006,1,53,17,1,12,3,3,4
200693,2006,1,44,10,1,12,3,2,2
200694,2006,1,85,13,1,10,3,2,3
200695,2006,1,58,16,1,12,3,0,1
200696,2006,1,40,17,1,-90,3,6,3
200697,2006,1,37,19,1,-90,3,1,3
200698,2006,5,26,13,1,12,3,3,1
200699,2006,1,45,16,1,-90,3,3,4
2006100,2006,1,46,7,2,12,3,3,4
2006101,2006,5,23,6,1,5,3,3,1
2006102,2006,5,43,14,2,12,3,0,4
2006103,2006,5,32,3,1,11,3,4,2
2006104,2006,5,29,10,2,-98,3,3,1
2006105,2006,5,20,14,2,12,3,0,2
2006106,2006,1,52,15,1,12,3,2,2
2006107,2006,5,75,17,1,12,3,3,3
2006108,2006,3,60,18,1,4,3,0,2
2006109,2006,1,38,15,1,12,3,1,4
2006110,2006,1,39,20,1,12,3,0,2
2006111,2006,1,39,18,1,12,2,3,1
2006112,2006,5,29,14,3,12,2,2,1
2006113,2006,5,31,17,2,12,2,0,2
2006114,2006,1,35,17,1,12,2,3,3
2006115,2006,1,20,12,3,11,2,3,2
2006116,2006,1,49,6,1,9,2,3,4
2006117,2006,5,26,18,1,6,2,1,2
2006118,2006,5,37,11,1,6,2,1,3
2006119,2006,2,66,16,1,-98,6,2,4
2006120,2006,2,67,12,1,1,6,1,2
2006121,2006,2,67,2,1,-98,6,1,4
2006122,2006,3,37,12,1,10,6,4,1
2006123,2006,5,30,16,1,12,6,1,3
2006124,2006,2,70,13,1,-90,6,5,4
2006125,2006,2,77,12,2,12,6,5,1
2006126,2006,5,36,12,1,12,3,2,4
2006127,2006,4,75,13,1,11,3,2,4
2006128,2006,1,58,12,1,12,3,5,4
2006129,2006,1,42,16,3,12,3,1,2
2006130,2006,1,35,19,1,12,3,2,4
2006131,2006,4,40,13,2,12,3,2,3
2006132,2006,1,51,14,1,12,5,5,3
2006133,2006,1,54,16,1,12,5,6,3
2006134,2006,3,77,12,1,-90,5,3,4
2006135,2006,1,44,16,1,12,5,3,4
