Date,Temp low,Temp high,Summary,Precipitation probability ,Precipitation type,Precipitation accumulation,Icon,Image,Image URL
1/18/2024,19.76,31.82,Cloudy. Cold.,2,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
1/19/2024,19.4,29.48,Light snow late. Overcast. Cold.,43,snow,0.45,snow,13d.png,https://openweathermap.org/img/wn/13d.png
1/20/2024,14.54,20.3,Light snow late. Cloudy. Cold.,38,snow,0.59,snow,13d.png,https://openweathermap.org/img/wn/13d.png
1/21/2024,13.82,24.98,Sunny. Cold.,5,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
1/22/2024,15.08,37.22,Light snow late. Afternoon clouds. Chilly.,22,snow,0.24,snow,13d.png,https://openweathermap.org/img/wn/13d.png
1/23/2024,30.92,38.12,Light snow late. Overcast. Chilly.,60,snow,0.24,snow,13d.png,https://openweathermap.org/img/wn/13d.png
1/24/2024,31.64,39.02,Snow changing to rain. Overcast. Chilly.,87,sleet,1,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
1/25/2024,38.84,48.02,Sprinkles early. Overcast. Cool.,91,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
1/26/2024,37.58,41.9,Rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
1/27/2024,34.7,39.74,Sprinkles early. Overcast. Chilly.,45,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
1/28/2024,34.7,37.76,Light mixture of precip. Overcast. Chilly.,99,sleet,0.18,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
1/29/2024,30.2,37.76,Snow changing to rain. Overcast. Chilly.,90,sleet,1.78,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
1/30/2024,21.2,32.72,Light snow early. Overcast. Cold.,45,snow,0.37,snow,13d.png,https://openweathermap.org/img/wn/13d.png
1/31/2024,20.84,36.14,Overcast. Chilly.,2,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
2/1/2024,28.94,41.9,Overcast. Chilly.,3,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
2/2/2024,32.72,39.92,Light icy mix late. Cloudy. Chilly.,50,sleet,0.14,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
2/3/2024,26.78,35.96,Broken clouds. Chilly.,42,rain,0.12,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/4/2024,24.08,38.12,Sunny. Chilly.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
2/5/2024,25.52,39.38,Afternoon clouds. Chilly.,1,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/6/2024,26.6,36.5,Mostly cloudy. Chilly.,15,rain,0.04,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/7/2024,30.02,38.66,Cloudy. Chilly.,5,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
2/8/2024,26.42,42.08,Broken clouds. Chilly.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/9/2024,31.1,46.22,Sprinkles. Mostly cloudy. Cool.,23,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
2/10/2024,36.5,56.3,Cloudy. Cool.,19,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
2/11/2024,37.22,49.28,Cloudy. Cool.,4,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
2/12/2024,32.54,47.3,Cloudy. Cool.,0,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
2/13/2024,29.3,38.48,Rain changing to snow. Overcast. Chilly.,98,sleet,3,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
2/14/2024,24.98,32.54,Sunny. Cold.,1,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
2/15/2024,23,38.12,Light snow late. Afternoon clouds. Chilly.,85,snow,0.87,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/16/2024,28.22,38.12,Broken clouds. Chilly.,55,rain,0.13,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/17/2024,24.62,36.5,Snow changing to rain. Cloudy. Chilly.,45,sleet,0.49,sleet,13d.png,https://openweathermap.org/img/wn/13d.png
2/18/2024,21.56,37.22,Partly cloudy. Chilly.,2,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/19/2024,24.44,37.94,Sunny. Chilly.,2,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
2/20/2024,20.3,34.34,Sunny. Chilly.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
2/26/2024,28.76,51.26,Breaks of sun late. Cool.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/27/2024,32,52.34,Sprinkles late. Mostly cloudy. Cool.,60,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
2/25/2024,16.88,37.58,Sunny. Chilly.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
2/24/2024,20.3,38.3,Morning clouds. Chilly.,21,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/23/2024,34.88,43.16,Light rain. Overcast. Cool.,84,rain,0.02,rain,10d.png,https://openweathermap.org/img/wn/10d.png
2/22/2024,23.72,42.62,Light snow late. Increasing cloudiness. Cool.,46,snow,0.07,snow,13d.png,https://openweathermap.org/img/wn/13d.png
2/21/2024,22.28,37.76,Increasing cloudiness. Chilly.,2,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
2/28/2024,42.44,54.68,Rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
2/29/2024,26.06,40.1,Partly cloudy. Chilly.,88,rain,0.26,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/1/2024,22.64,43.16,Scattered clouds. Cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
3/2/2024,33.8,48.92,Rain. Overcast. Cool.,93,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/3/2024,44.42,50.9,Rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/4/2024,39.92,47.3,Sprinkles. Overcast. Cool.,40,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/5/2024,40.28,47.12,Rain. Overcast. Cool.,93,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/6/2024,40.1,54.32,Rain late. Overcast. Cool.,87,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/7/2024,38.66,44.78,Heavy rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/8/2024,33.44,47.12,Partly cloudy. Cool.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/9/2024,32.18,43.34,Sprinkles late. Overcast. Cool.,64,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/10/2024,37.04,52.88,Heavy rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/11/2024,32.54,42.8,Light snow early. Cloudy. Cool.,38,snow,0.16,snow,13d.png,https://openweathermap.org/img/wn/13d.png
3/12/2024,37.04,52.16,Sunny. Cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
3/13/2024,36.97,54.95,Partly sunny. Cool.,3,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/14/2024,38.48,55.04,Overcast. Cool.,51,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
3/15/2024,39.02,46.94,Sprinkles. Overcast. Cool.,76,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/16/2024,36.32,52.16,Sprinkles early. Mostly cloudy. Cool.,16,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/17/2024,41.36,54.86,Sprinkles. Cloudy. Cool.,59,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/18/2024,37.04,47.66,Broken clouds. Cool.,2,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
3/26/2024,36.5,40.28,Sprinkles. Overcast. Chilly.,49,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/27/2024,39.02,51.26,Sprinkles. Overcast. Cool.,46,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/28/2024,43.34,49.1,Heavy rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/29/2024,39.74,49.46,Rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
3/30/2024,35.42,53.42,Mostly sunny. Cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
3/31/2024,38.84,55.4,Breaks of sun late. Cool.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
4/1/2024,35.42,54.32,Overcast. Cool.,1,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
4/2/2024,39.74,47.66,Rain late. Overcast. Cool.,72,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/3/2024,37.4,43.88,Rain. Overcast. Chilly.,94,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/4/2024,35.24,40.28,Heavy rain. Overcast. Chilly.,99,rain,0.08,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/5/2024,34.52,46.94,Sprinkles late. Overcast. Cool.,38,rain,0.01,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/6/2024,35.06,42.8,Rain showers. Overcast. Cool.,66,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/7/2024,35.42,45.5,Sprinkles. Cloudy. Cool.,45,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/8/2024,37.04,62.06,Afternoon clouds. Cool.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
4/9/2024,41,54.32,Cloudy. Cool.,0,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
4/10/2024,40.46,57.56,Sprinkles late. Overcast. Cool.,73,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/11/2024,45.32,55.04,Sprinkles. Overcast. Cool.,62,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/12/2024,48.92,59.9,Rain showers. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/13/2024,45.68,54.14,Drizzle. Cloudy. Cool.,52,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/14/2024,44.24,55.4,Showers late. Overcast. Cool.,62,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/15/2024,50,66.56,Scattered clouds. Mild.,23,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
4/16/2024,46.4,64.58,Sunny. Mild.,1,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
4/17/2024,42.98,56.84,Scattered clouds. Cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
4/18/2024,42.62,48.56,Sprinkles. Overcast. Cool.,47,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/19/2024,43.16,53.42,Sprinkles early. Overcast. Cool.,41,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/20/2024,46.22,57.74,Rain. Cloudy. Cool.,88,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/21/2024,39.56,55.94,Afternoon clouds. Cool.,2,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
4/22/2024,39.92,55.94,Sunny. Cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
4/23/2024,37.58,59.36,Mostly sunny. Cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
4/24/2024,38.84,61.16,Sprinkles. Mostly cloudy. Cool.,61,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/25/2024,32.72,52.88,Sunny. Cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
4/26/2024,37.22,53.96,Sunny. Cool.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
4/27/2024,39.74,62.78,Afternoon clouds. Refreshingly cool.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
4/28/2024,45.32,66.56,Sprinkles. Overcast. Mild.,58,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
4/29/2024,53.96,65.66,Cloudy. Mild.,24,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
4/30/2024,45.86,53.78,Sprinkles. Overcast. Cool.,49,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/1/2024,46.04,52.7,Light rain early. Overcast. Cool.,63,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/2/2024,47.3,64.4,Sprinkles. Mostly cloudy. Mild.,40,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/3/2024,44.06,56.12,Sprinkles early. Overcast. Cool.,23,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/4/2024,43.52,54.5,Overcast. Cool.,1,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
5/5/2024,45.68,53.78,Light rain late. Overcast. Cool.,84,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/6/2024,48.74,67.1,Passing showers. Overcast. Mild.,89,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/7/2024,50,68,Partly cloudy. Mild.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
5/8/2024,50.54,62.96,Rain showers. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/9/2024,48.92,58.82,Sprinkles late. Cloudy. Cool.,59,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/10/2024,46.22,54.32,Sprinkles early. Overcast. Cool.,23,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/11/2024,42.62,54.5,Sprinkles late. Broken clouds. Cool.,21,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/12/2024,41.54,58.28,Overcast. Cool.,5,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
5/13/2024,48.38,63.14,Cloudy. Mild.,41,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
5/14/2024,51.26,73.94,Decreasing cloudiness. Mild.,3,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
5/15/2024,58.1,69.62,Showers late. Overcast. Mild.,50,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/16/2024,53.06,58.28,Heavy rain. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/17/2024,51.08,63.68,Mostly cloudy. Cool.,2,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
5/18/2024,52.16,55.04,Sprinkles late. Overcast. Cool.,24,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/19/2024,51.8,55.94,Sprinkles. Overcast. Cool.,41,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/20/2024,51.8,61.88,Cloudy. Mild.,14,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
5/21/2024,52.7,80.78,Cloudy. Warm.,15,rain,,cloudy,02d.png,https://openweathermap.org/img/wn/02d.png
5/22/2024,59,83.84,Sunny. Pleasantly warm.,21,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
5/23/2024,63.86,80.42,Thunderstorms. Cloudy. Warm.,50,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/24/2024,59.54,81.32,Partly cloudy. Pleasantly warm.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
5/25/2024,56.84,73.58,Afternoon clouds. Mild.,3,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
5/26/2024,59.54,74.84,Passing showers. Breaks of sun late. Mild.,64,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/27/2024,59.72,69.44,Passing showers. Overcast. Mild.,68,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/28/2024,64.76,80.42,Showers early. Breaks of sun late. Warm.,87,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/29/2024,60.62,74.12,Showers late. Afternoon clouds. Mild.,20,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/30/2024,53.42,62.24,Showery. Overcast. Cool.,99,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
5/31/2024,53.06,71.06,Broken clouds. Mild.,1,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
6/1/2024,55.22,73.58,Mostly sunny. Mild.,0,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
6/2/2024,55.04,80.78,Increasing cloudiness. Mild.,0,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
6/3/2024,59.72,75.74,Mostly cloudy. Cool.,2,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
6/4/2024,55.76,68.9,Mostly cloudy. Cool.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
6/5/2024,58.64,83.3,Showers early. Breaks of sun late. Pleasantly warm.,58,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
6/6/2024,63.86,70.88,Passing showers. Overcast. Cool.,73,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
6/7/2024,62.42,77.9,Passing showers. Breaks of sun late. Mild.,62,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
6/8/2024,59.72,73.22,Scattered clouds. Mild.,50,rain,,clear-day,01d.png,https://openweathermap.org/img/wn/01d.png
6/9/2024,61.34,70.34,Passing showers. Mostly cloudy. Cool.,80,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
6/10/2024,58.46,75.38,Partly cloudy. Mild.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
6/11/2024,57.02,72.14,Increasing cloudiness. Cool.,5,rain,,partly-cloudy-day,02d.png,https://openweathermap.org/img/wn/02d.png
6/12/2024,57.38,73.22,Showers late. Cloudy. Cool.,22,rain,,rain,10d.png,https://openweathermap.org/img/wn/10d.png
